82,62,15.00,1,2010-03-03 00:00:00.000
244,62,19.00,2,2009-01-24 00:00:00.000
246,63,19.00,2,2009-02-11 00:00:00.000
85,63,15.00,1,2009-12-11 00:00:00.000
9,63,40.8654,2,2009-01-16 00:00:00.000
25,64,84.1346,2,2009-02-03 00:00:00.000
81,64,15.00,1,2009-12-29 00:00:00.000
247,64,19.00,2,2009-03-01 00:00:00.000
263,65,50.4808,2,2008-12-11 00:00:00.000
80,65,15.00,1,2010-01-17 00:00:00.000
47,65,25.00,2,2009-02-22 00:00:00.000
84,66,15.00,1,2010-02-05 00:00:00.000
102,66,25.00,2,2008-12-03 00:00:00.000
271,66,38.4615,2,2009-01-22 00:00:00.000
270,67,38.4615,2,2009-01-17 00:00:00.000
87,67,25.00,2,2008-12-22 00:00:00.000
132,67,15.00,1,2009-02-22 00:00:00.000
128,68,15.00,1,2008-12-04 00:00:00.000
264,68,39.6635,2,2009-02-04 00:00:00.000
166,68,25.00,2,2009-02-21 00:00:00.000
145,69,25.00,2,2009-01-27 00:00:00.000
129,69,15.00,1,2008-12-22 00:00:00.000
266,69,32.4519,2,2009-02-23 00:00:00.000
133,70,15.00,1,2009-01-10 00:00:00.000
71,70,25.00,2,2009-02-15 00:00:00.000
265,70,32.4519,2,2008-12-04 00:00:00.000
192,71,25.00,2,2009-03-05 00:00:00.000
130,71,15.00,1,2009-02-13 00:00:00.000
272,71,27.4038,2,2008-12-23 00:00:00.000
269,72,27.4038,2,2009-01-11 00:00:00.000
131,72,15.00,1,2009-02-15 00:00:00.000
78,72,25.00,2,2008-12-15 00:00:00.000
127,73,25.00,2,2009-01-03 00:00:00.000
164,73,10.00,1,2009-03-06 00:00:00.000
268,73,27.4038,2,2009-02-03 00:00:00.000
267,74,27.4038,2,2009-02-16 00:00:00.000
160,74,25.00,2,2009-01-21 00:00:00.000
161,74,10.00,1,2008-12-15 00:00:00.000
162,75,10.00,1,2009-01-03 00:00:00.000
186,75,25.00,2,2009-02-08 00:00:00.000
221,75,16.8269,2,2009-03-06 00:00:00.000
218,76,16.8269,2,2008-12-16 00:00:00.000
205,76,25.00,2,2009-02-26 00:00:00.000
165,76,10.00,1,2009-01-22 00:00:00.000
163,77,10.00,1,2009-02-08 00:00:00.000
217,77,17.7885,2,2009-01-04 00:00:00.000
108,77,25.00,2,2008-12-08 00:00:00.000
93,78,25.00,2,2008-12-27 00:00:00.000
219,78,10.25,2,2009-01-22 00:00:00.000
191,78,10.00,1,2009-02-26 00:00:00.000
187,79,10.00,1,2008-12-09 00:00:00.000
220,79,10.25,2,2009-02-09 00:00:00.000
55,79,25.00,2,2008-02-08 00:00:00.000
27,80,25.00,2,2008-02-27 00:00:00.000
211,80,28.8462,2,2009-02-28 00:00:00.000
188,80,10.00,1,2008-12-27 00:00:00.000
189,81,10.00,1,2009-01-15 00:00:00.000
212,81,21.6346,2,2008-12-09 00:00:00.000
62,81,25.00,2,2008-03-17 00:00:00.000
40,82,25.00,2,2007-12-26 00:00:00.000
216,82,10.5769,2,2008-12-28 00:00:00.000
190,82,10.00,1,2009-02-02 00:00:00.000
215,83,10.5769,2,2009-01-15 00:00:00.000
210,83,10.00,1,2009-02-20 00:00:00.000
48,83,13.45,1,2008-01-06 00:00:00.000
50,84,13.45,1,2008-02-02 00:00:00.000
206,84,10.00,1,2008-12-02 00:00:00.000
214,84,10.5769,2,2009-02-02 00:00:00.000
207,85,10.00,1,2008-12-02 00:00:00.000
213,85,10.5769,2,2010-02-23 00:00:00.000
51,85,13.45,1,2008-02-20 00:00:00.000
52,86,13.45,1,2008-03-10 00:00:00.000
208,86,10.00,1,2009-01-08 00:00:00.000
227,86,24.0385,2,2009-12-02 00:00:00.000
209,87,10.00,1,2009-01-27 00:00:00.000
233,87,9.75,2,2009-12-21 00:00:00.000
53,87,13.45,1,2008-03-28 00:00:00.000
49,88,13.45,1,2008-01-07 00:00:00.000
118,88,11.00,1,2009-02-13 00:00:00.000
230,88,9.25,1,2010-03-05 00:00:00.000
232,89,9.25,1,2010-01-27 00:00:00.000
120,89,11.00,1,2009-03-04 00:00:00.000
54,89,13.45,1,2010-01-01 00:00:00.000
110,90,11.00,1,2008-12-14 00:00:00.000
105,90,13.45,1,2009-12-25 00:00:00.000
229,90,9.25,1,2010-02-16 00:00:00.000
231,91,9.25,1,2010-03-07 00:00:00.000
112,91,11.00,1,2009-01-01 00:00:00.000
107,91,13.45,1,2010-02-08 00:00:00.000
115,92,11.00,1,2009-01-20 00:00:00.000
106,92,13.45,1,2010-02-27 00:00:00.000
228,92,20.4327,2,2008-12-14 00:00:00.000
103,93,13.45,1,2009-12-06 00:00:00.000
111,93,11.00,1,2008-12-17 00:00:00.000
121,93,19.2308,2,2009-01-02 00:00:00.000
119,94,11.00,1,2009-02-25 00:00:00.000
125,94,9.50,2,2009-01-20 00:00:00.000
104,94,13.45,1,2009-12-25 00:00:00.000
91,95,13.45,1,2010-01-12 00:00:00.000
123,95,9.50,2,2008-12-07 00:00:00.000
109,95,11.00,1,2008-12-07 00:00:00.000
113,96,11.00,1,2008-12-25 00:00:00.000
126,96,9.00,1,2009-02-26 00:00:00.000
89,96,13.45,1,2010-02-01 00:00:00.000
90,97,13.45,1,2010-02-20 00:00:00.000
122,97,9.00,1,2008-12-07 00:00:00.000
114,97,11.00,1,2009-01-13 00:00:00.000
116,98,11.00,1,2009-01-31 00:00:00.000
124,98,9.00,1,2008-12-26 00:00:00.000
92,98,13.45,1,2010-03-10 00:00:00.000
88,99,13.45,1,2009-12-18 00:00:00.000
117,99,11.00,1,2009-02-18 00:00:00.000
1,99,125.50,2,2009-01-14 00:00:00.000
